Symbol,Description,Price,Price - Currency,Gap % 1 day,Price Change % 1 day,Market capitalization,Market capitalization - Currency,Volume 1 day,Volume Change % 1 day,Volume Change % 1 week,Volume Change % 1 month,Average Volume 30 days,Relative Volume 1 day,Relative Volume 1 week,Relative Volume 1 month,Free float,Performance % 1 week,Performance % 1 month,Performance % 3 months,Performance % 6 months,Performance % 1 year,"Earnings per share diluted growth %, Quarterly YoY","Earnings per share diluted growth %, Annual YoY","Revenue growth %, Quarterly YoY","Revenue growth %, Annual YoY","Return on equity %, Trailing 12 months","Pretax margin %, Trailing 12 months",High 52 weeks,High 52 weeks - Currency,High All Time,High All Time - Currency,Average Daily Range %,Average True Range % (14) 1 day,Simple Moving Average (200) 1 day,Simple Moving Average (50) 1 day,Simple Moving Average (20) 1 day,Simple Moving Average (10) 1 day
BRK.B,Berkshire Hathaway Inc. New,503.83,USD,0.4172236399724556,2.043585692874787,1088051977246,USD,10591653,59.484840463256006,-15.597335950036742,-77.10271710439733,4691164,1.985510956454136,1.0281463158626727,0.21850117153713383,1367575827.6,6.515718483752984,1.7961773144219473,2.8224489795918335,8.832678100833798,8.364520153138036,17.189744768534858,-6.793947785078165,2.125920748427335,1.9070900620606779,10.1660307529098,22.0429529624215,542.07,USD,542.07,USD,1.4745293905823438,1.5288495685951304,494.33180000000044,496.6172,488.72249999999957,483.7270000000003
LLY,Eli Lilly and Company,1107.12,USD,7.141291132680909,10.330257309708395,1046653228358,USD,7119013,29.81769755358184,11.881746013420956,-74.00323096494631,2855951,2.3168589633313394,1.093490770775319,0.18464120055530595,851504532.648,7.580336407186793,3.5436716141522284,19.30172413793102,69.02595419847326,36.504531163306815,58.78169316716804,95.93300210008707,42.55734216126744,44.70491333778837,,39.4757513923196,1133.95,USD,1133.95,USD,2.9921720964561898,3.3773095307117638,857.3285499999997,1055.4956000000013,1058.6615000000006,1049.3729999999987
WMT,Walmart Inc.,128,USD,0.3288700963119581,0.22707697126302268,1020181375000,USD,27531790,-14.013345585348652,-6.873454349188105,-90.01626205726396,36528300,1.1430903012727316,0.629250589134349,0.2084850997731306,4362966700.04,9.744073391349076,13.455061159368913,26.307479771067687,23.827029118699812,28.038411523457036,35.405262228500796,25.729221118661773,5.842394509045451,5.070009643201543,24.874865636638,4.33276771147881,129.41,USD,129.41,USD,2.104933035714285,2.0292993753736033,103.53855000000009,115.13160000000018,118.93449999999996,120.30299999999997
V,Visa Inc.,329.95,USD,-0.5533092147265355,0.3100963730884935,628929429559.9999,USD,8472261,-6.70518226175702,-39.99833783252302,-84.73006232443556,7344586.1,1.0258215000622593,0.7796272405791703,0.190006176882454,1677389920.91,0.9855232148869005,-4.223512336719887,-2.5517587642871873,-1.1178374490529903,-4.251305861868843,17.678648426169108,5.305858552151343,14.6267087276551,11.339976618604911,53.4376500201108,59.7231282162789,375.51,USD,375.51,USD,1.9336263070159547,2.1173273808369846,344.8994999999998,337.7908000000002,332.24750000000046,327.9619999999999
XOM,Exxon Mobil Corporation,147.59,USD,0.267863354901565,2.6855910387532274,622411444737,USD,29426241,-21.692577679549686,-15.12956087665266,-76.5614432362933,19132552.166666668,1.2784003227037255,1.1838225478875959,0.27463304340643874,4208706139.8100004,7.19006463795483,17.87397172749781,29.875043998592048,38.582159624413144,38.315917717070434,-11.273486430062626,-14.499374696919421,-1.809505115685649,-4.708038645751203,11.0282914445097,12.7605889883179,147.84,USD,147.84,USD,1.8061521783318564,2.1218357040163762,114.04484999999994,124.06260000000007,132.96800000000002,138.94899999999996
JNJ,Johnson & Johnson,234.47,USD,0.8151008151008176,0.5877305877305896,564907383273,USD,8641449,-7.5444653670853565,-41.47955483153038,-86.32235456976285,8328304.4,0.8896141345536271,0.646005798951984,0.1414524227758563,2406531714.3,3.564487632508831,13.892262107154998,25.546155493681738,37.10092386855338,54.908826638477784,48.387096774193544,90.55942244252924,9.081220302855368,6.05050721129488,,34.5903536431294,235.83,USD,235.83,USD,1.6028824887741002,1.614210272209796,180.8670000000006,211.90620000000007,219.95699999999994,226.51399999999958
ASML,ASML Holding NV Sponsored ADR,1339.13,USD,-0.008596727512402086,-4.065535719402813,514347306900.6215,USD,2479392,12.439237311771148,-58.882911092079546,-86.41499930739472,1919119.0666666667,0.9742528281086169,0.8155661920835696,0.18243881534443943,387408002.688056,-10.306095110515733,10.56042667723453,28.777358926029923,87.97181398352075,81.72479305197452,17.000027399512284,34.01479217427661,14.479452671440251,20.593794810630357,51.5214871106687,34.8885944793781,1493.475,USD,1493.475,USD,3.8742888506503883,3.8724471011449477,919.0174749999994,1190.9681,1350.8785000000003,1412.9459999999992
MA,Mastercard Incorporated,553.52,USD,-0.17976467170250018,0.5084253341080684,497203884624.00006,USD,4448326,-22.05472380692716,-38.4265710458887,-83.01012881362159,3749223.0999999554,0.9016467691578273,0.9453467788446857,0.24208265035611987,819576792.834,6.0464403402559475,-1.0900253743611776,0.6070740484932262,-1.8146341463414666,-3.0409192825112132,24.29192102513335,18.95332594075375,17.711535890923674,16.44944777868532,210.490788918577,56.6022789592347,601.77,USD,601.77,USD,2.019396640720166,2.1681703588633474,563.8404999999998,553.9221999999996,545.1970000000002,536.8869999999997
COST,Costco Wholesale Corporation,978.35,USD,0.5511698298429305,0.043970876963357296,434259631606,USD,2631318,-11.126219966927142,-28.39238667443682,-85.47779949426155,2527229.433333333,1.0751759534883853,0.6266232165651977,0.15848870241305474,442991027.118,0.9118008065930245,13.241507031656921,5.8407979575057345,0.12280611983830993,-2.6904714541475987,11.384668679170577,9.925742574257436,8.2959244420846,8.167323631476146,30.3247251342368,3.9569743679362,1078.235,USD,1078.235,USD,1.8925464886213252,1.943999716172428,951.3255249999993,910.8310999999995,955.6079999999993,968.5920000000011
MU,"Micron Technology, Inc.",379.4,USD,-2.10995613198551,-9.546061415220299,427018212955,USD,58071765,35.7995317478875,-31.323728464490948,-81.51614140332964,34799121.833333336,1.4023998323739995,0.9826793606533762,0.2586141008950786,1122498135.24,-10.187366103660924,16.69178482453172,59.51900437268751,238.2366051528929,326.05277933745083,176.27047459050814,990.7026871676966,56.654036054656096,48.85110111106686,22.554283495734,32.0547362450369,455.5,USD,455.5,USD,6.771381504631359,6.799725685071822,181.44729999999993,306.8518,380.0825000000001,411.9150000000001
BAC/PQ,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",17.57,USD,0.17074558907228876,0,404412214431,USD,135783,-23.826540629996355,-57.800871216907325,-89.92058962715147,199858.1,0.7403762214601851,0.47757875732613,0.13168903570130572,7289275172.5,-2.3888888888888875,-1.4582164890633653,-1.6237402015677445,0.9770114942528835,-2.605321507760526,20.127482226035795,18.554936677350103,-2.3842742019449017,-2.1943685701886504,10.2297587516408,17.9146637084515,18.87,USD,25.42,USD,0.7357508740546781,0.855230549487513,17.572848354999994,17.58774742000002,17.793499999999963,17.79700000000002
BAC/PO,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",18.08,USD,0.16547159404302889,-0.2757859900717083,404412214431,USD,60054,-41.752262344691125,-6.573391530640427,-80.66642195175267,103360.1,0.7407069364033518,0.6706364088786789,0.1629269694105027,7289275172.5,-0.8228195282501488,-1.2021857923497399,-1.2021857923497399,0.8928571428571237,-3.9319872476089373,20.127482226035795,18.554936677350103,-2.3842742019449017,-2.1943685701886504,10.2297587516408,17.9146637084515,19.57,USD,26.69,USD,0.7258217446272941,0.7856816415603821,18.07745681999996,18.07925600000003,18.21349999999996,18.207
BAC,Bank of America Corporation,55.38,USD,0.606060606060603,1.707988980716253,404412214431,USD,54522543,32.30917493910289,-18.01669876240014,-83.55006243017114,35404359.43333333,1.6180811589754576,0.7504791099230529,0.15492778516277736,7289275172.5,6.602502406159768,-1.4064447213815188,3.6690378135529778,22.65780730897011,19.482200647249194,20.127482226035795,18.554936677350103,-2.3842742019449017,-2.1943685701886504,10.2297587516408,17.9146637084515,57.55,USD,57.55,USD,1.73561884125237,1.9568251494695803,49.349000000000075,54.131299999999975,53.49475000000003,53.03100000000004
BAC/PM,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",22.59,USD,0,-0.44072278536800974,404412214431,USD,57925,-81.92825587780163,-4.8929003550963905,-83.56904218449829,150830.7,0.4748526870472812,0.6743737248757103,0.2158528851414799,7289275172.5,-0.877577885037294,1.573741007194251,-0.9644892590968824,1.8944519621109523,-1.3967699694456581,20.127482226035795,18.554936677350103,-2.3842742019449017,-2.1943685701886504,10.2297587516408,17.9146637084515,23.61,USD,28.29,USD,0.6843736166447308,0.709416227380813,22.299010500000072,22.30483999999998,22.60259999999996,22.740199999999938
BAC/PN,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",21.1,USD,0,-0.2364066193853294,404412214431,USD,60575,-13.1914588707366,-63.981741075495194,-92.15764745290586,128509.06666666667,0.6773257179149437,0.2658638295824985,0.07554693746016879,7289275172.5,-1.4018691588784915,0.6679389312977126,-0.3306565895134638,2.1791767554479557,-1.6317016317016217,20.127482226035795,18.554936677350103,-2.3842742019449017,-2.1943685701886504,10.2297587516408,17.9146637084515,22.02,USD,27.61,USD,0.7489167230866244,0.7355324481242009,20.758698719999956,20.84447487999997,21.154377199999914,21.262754400000006
BAC/PP,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non-Cumulative Preferred Stock, Series PP",17.16,USD,0.11634671320534945,-0.17452006980803453,404412214431,USD,115345,102.03355986828278,-30.913243611377823,-87.23877637720022,103164.46666666666,2.103780037389996,0.47823183748888204,0.12677330168712836,7289275172.5,-1.0380622837370226,-1.0380622837370226,-1.0951008645533213,1.1792452830188638,-3.7037037037037046,20.127482226035795,18.554936677350103,-2.3842742019449017,-2.1943685701886504,10.2297587516408,17.9146637084515,18.47,USD,26.4399,USD,0.7471694971695393,0.7887020845430623,17.07515047000001,17.10800599999999,17.267264999999995,17.282999999999987
HD,"Home Depot, Inc. (The)",387.2,USD,0.9157701390710973,1.6006297559695528,385462055121,USD,5574739,-1.9292777593159676,-17.110751744279863,-82.20757572998903,4169649.933333333,1.299446365643146,0.7630750220850601,0.20092934784172056,994798214.124,1.838457694432027,12.98511817916545,4.136410090904199,0.031001343391548142,-5.447974408439355,-1.4862400304869805,-1.3392620824731407,2.8221896213044233,4.483555928184503,162.909172159535,11.5476956958643,426.75,USD,439.37,USD,2.037086776859583,2.2295882932466022,375.0800499999999,360.93200000000087,376.6390000000008,379.9810000000003
ABBV,AbbVie Inc.,217.11,USD,-7.0393512363733,-3.788885934591856,383716881041.00006,USD,15319669,87.7748227254609,-9.638415432078688,-80.22016119864264,6536084.666666667,2.2615693433695645,1.0172098699520435,0.21689954252750546,1765766382.0600002,-2.9025044722719056,-4.356828193832593,0.5651025985455683,9.05666063893912,15.711773170601726,,-0.2844831192737186,10.038405509204079,8.566762523520431,,10.7864617396991,244.81,USD,244.81,USD,2.748149391026174,3.015157177992422,209.15209999999976,224.48840000000007,220.7094999999998,221.25899999999993
CVX,Chevron Corporation,181.23,USD,0.471804088968773,1.7917321950123557,364910512133,USD,16170478,-12.23822649824647,-27.797418129458567,-81.5508761541931,11598211.7,1.258048295272027,1.01258570809355,0.2474484326427253,2003623549.2,6.634109028860567,9.3393665158371,18.52069845006866,17.689460354568464,21.85987089833243,-23.726953467954353,-31.78942170186937,-5.416348199714929,-4.672018028541745,7.26101638879705,10.6972762392922,182.59,USD,189.68,USD,1.6287472115148738,1.948521114429092,151.8017500000001,157.69819999999964,167.7855000000001,172.12500000000028
PG,Procter & Gamble Company (The),156.87,USD,0.5182848313159972,0.9979397373165153,364565983546.99994,USD,12178463,-1.9821501294996917,-34.10471708609049,-85.47038715376348,10844626.533333333,0.9859078341558499,0.6831942662482903,0.1913353736134219,2322336016,5.9932432432432465,11.1764705882353,7.533589251439546,2.683772992079593,-7.336523125996803,-5.404544489275849,8.12386822387985,1.489808975413582,0.2915313128428468,31.5788463568406,24.2050692595503,179.99,USD,180.43,USD,1.5873926545187438,1.6060939268040209,153.80959999999988,145.6049999999999,147.50050000000027,151.2300000000002
BABA,Alibaba Group Holding Limited Sponsored ADR,159.14,USD,-0.8065994500458253,-2.7558814543232626,343409207800.901,USD,11851371,17.739782859309187,-44.18490700077272,-90.79138741897505,12698156.933333334,0.9524276517183576,0.5094013573948267,0.08202637907113171,2244931901.03017,-9.707801418439724,2.160166907398479,-5.834319526627227,33.37244384847468,58.20658117109055,-51.70658564495126,70.28924008532697,4.92347773139367,5.105623447802034,12.3861874518196,14.5380375586879,192.67,USD,319.32,USD,3.1230901811522482,3.813166989036329,142.3375,159.03259999999986,166.39699999999982,170.51499999999993
NFLX,"Netflix, Inc.",80.16,USD,0.06254691018263343,0.2752064048036013,338448530149.99994,USD,48963041,-1.6578500652129042,-31.453090685071654,-86.62237948265663,45316180.73333331,0.8785192563246584,0.6341722433124971,0.1666373607176265,4197857247.0400004,-6.382481751824821,-11.834579850417954,-26.76643095982021,-32.25094870646304,-18.24329148265628,31.286618232950552,27.470754336425973,19.10381960819787,16.45505116192739,42.7624729465914,28.1011213919528,134.115,USD,134.115,USD,2.7863825919589322,2.9442859885062944,112.58539750000006,93.09399999999991,86.13799999999989,83.50899999999999
KO,Coca-Cola Company (The),77.35,USD,0.48770971517752637,0.5982572506177575,332729440824.00006,USD,28607276,5.925204056880993,-15.988035009142134,-79.74427632296681,16790597.3,1.510321711523322,0.9452845316176182,0.21732188218388948,4272642958.26,5.654965168692803,12.231572838073118,13.250366032210831,9.926810203936617,21.60037729916679,30.06982392228293,-0.33614126032722147,5.6691058962065775,2.0401038598328642,45.1172855535359,33.1755737979561,78.105,USD,78.105,USD,1.5982177486380418,1.5113891704903648,70.0538500000001,71.25499999999992,72.3505,74.17299999999996
PLTR,Palantir Technologies Inc.,139.54,USD,-1.5644793514061304,-11.616417532303018,332584920338.00006,USD,113193855,0.022801488381203983,48.65365925217587,-62.15658735642053,42100597.96666667,2.291967072558679,1.7645001788708425,0.21042654585458273,2181007469.77,-15.121654501216552,-20.20814272644099,-25.77264748124901,-24.46477386526647,35.73929961089494,669.2307692307693,234.0402969247084,70.00238060999203,56.18339093221548,26.2302144466146,37.0324655911389,207.52,USD,207.52,USD,5.600780114252838,6.208373297660307,159.722025,173.96460000000002,166.21699999999998,156.9650000000001
AMD,"Advanced Micro Devices, Inc.",200.19,USD,-11.19738961629012,-17.314443847837765,325917632642,USD,107172940,101.87177867759812,26.706845648168535,-74.12254680125302,35984059.3,2.7312317752874784,1.2780618712068708,0.1872087976119155,1620078884.4,-21.223807181505165,-13.053486503507138,-21.018681080228042,15.025281544472538,73.39974014724989,210.6101694915254,164.34557063048683,34.108122225124056,34.33779329067288,7.08153972480032,11.9518461849361,267.0799,USD,267.0799,USD,6.109178423354957,7.005285871773953,177.889925,221.82899999999998,232.92849999999993,244.69700000000012
CAT,"Caterpillar, Inc.",691.82,USD,0.5847287626797953,-1.5749263753930112,323757639051,USD,7146654,102.76168716558803,2.012403408697633,-70.03279437834212,2552272.7,2.4540425070904384,1.3137887662089407,0.25687001173392504,467054803.54,8.440835775976929,13.808646443376992,20.694347522679692,64.51536193284507,87.15035437970027,-11.469230370203856,-14.69968029385757,17.99568300955905,4.289527689055532,43.5394153250508,17.075263726346,723.16,USD,723.16,USD,3.2432125201847803,3.1715468369544366,472.10119999999984,609.5620000000002,644.8565000000004,660.1360000000005
GE,GE Aerospace,308.34,USD,0.025812280192296352,-0.5130190688220023,323391181162,USD,6591905,43.673585126082365,-50.82586933795182,-85.73223775159683,5478172.833333333,0.8319514393850762,0.7211949316176582,0.1558883007273287,1046197414.2900001,3.81818181818181,-4.780433574207899,1.517795410397378,12.705607135024488,51.94402010545506,36.49714285714286,36.09358525931752,17.619311875693676,18.482248979380913,45.235277098293,21.8073970690858,332.79,USD,332.79,USD,2.9837910840536095,2.935927915040399,275.86825000000016,304.714,310.6180000000002,300.65099999999984
CSCO,"Cisco Systems, Inc.",81.16,USD,1.0468054385753873,-2.346288051979308,320670842663,USD,39765730,13.740367927961694,-2.489619243204798,-72.91093881837458,19417514.333333332,1.8668363177308258,1.1765171783010737,0.23704514999149923,3941903715.75,2.8252882300772706,6.16088947024198,13.178078371217408,15.541762168472308,33.39907955292569,6.024274718768512,0.22435645123199394,7.528357777617225,5.298961024478189,23.0103092783505,21.8022046589018,84.24,USD,84.24,USD,2.120238681968506,2.163551237284856,69.68160000000006,77.02939999999995,76.45799999999996,78.52300000000002
TM,Toyota Motor Corp. Sponsored ADR,241.39,USD,3.5779102929738147,4.308184253737792,309356649857.8125,USD,460276,60.91259644596404,-31.94108454492348,-82.43096145525894,304959.1666666667,1.4906802526548157,0.8114672826312772,0.1475049948355925,1303340175.9,10.13322383429144,10.72935779816513,18.33423207019951,28.823780552887175,29.38307337728466,67.73513139695714,-6.923835832675612,9.477732548821686,0.906877749364111,12.505325623279,11.2121976812614,242.96,USD,255.23,USD,1.072203843217903,1.9364561541413428,196.14075000000062,215.21700000000007,226.03650000000002,228.02699999999953
HSBC,HSBC Holdings PLC Sponsored ADR,89.41,USD,1.078894133513142,0.483254663969423,306578860734.00745,USD,2638292,-15.347625102715476,-27.382813990412956,-80.09253573350372,1739929.3333333333,1.3051507381200647,1.0001020844746609,0.20779411961810132,3435040000,2.6992878474615143,10.396345227805906,23.991124670642073,41.69572107765451,72.77294685990337,-17.973052138254257,7.951815618145727,-11.622956318355433,9.653475528030198,8.65715573809746,16.2585308803945,90.49,USD,99.52,USD,1.1817549970442296,1.534151440683189,67.65860000000002,78.83239999999999,84.46849999999996,87.28099999999985
MRK,"Merck & Company, Inc.",118.33,USD,0.9150552486187865,2.149516574585631,293697722347,USD,21948943,-14.90534673321402,13.485349450032619,-73.95622218328424,12755910.900000015,1.632795294555764,1.0424108233355203,0.22309331785029277,2478855424.5,10.744033692091723,10.57845061209232,40.0686553030303,47.70018098982713,32.95505617977528,-19.282906330486647,8.089010287546579,7.238605898123325,1.6225595172963594,,32.4097720070152,120.39,USD,134.63,USD,2.4768987456387177,2.525334850696657,88.41197499999993,105.59240000000004,110.23350000000005,110.57300000000005
AZN,AstraZeneca PLC,187.45,USD,2.5716145833333384,1.6981336805555531,290641651022.1096,USD,3889197,46.228609650298594,112364.3432252128,24433.057332831515,327667.06666666665,6.587556196342254,1226.545153480437,174.9617514695488,1475907218.79444,-0.2129358530742644,0.7795698924731121,13.43419062027231,32.21933809214795,34.33424107782715,71.87701211463312,12.872596842807082,8.5142377295744,12.848680935965412,22.3434964954985,19.6813479855742,195,USD,195,USD,3.265602255839755,3.6489717873463214,158.4355055,183.40247999999997,185.75774499999994,184.23650000000015
NVS,Novartis AG Sponsored ADR,152.91,USD,2.6424663018817425,2.0352328840250786,290498622173.375,USD,4379959,24.34375408095479,-0.9510442175850947,-72.18701382939501,1719940.3333333323,2.168738119796371,1.3000727981857154,0.2763826456175249,1897447818.06618,2.824288884405883,11.50326320778795,21.097647897362794,31.875808538162996,44.85600606290261,-10.56438905600918,22.59527666467731,2.10650044419664,8.993523517772996,31.1442014131123,30.0180093870587,154.71,USD,154.71,USD,1.4034866448050602,1.7473837912589298,125.6146500000001,139.0092,146.175,149.2750000000001
WFC,Wells Fargo & Company,93.14,USD,0.3629075939768105,0.8991441880619632,288044771208.00006,USD,12382833,-31.582963281661925,-47.46203690496333,-87.3344584636128,14867072.3,0.7336245452672118,0.643305429119252,0.12921682288529648,3086795189.8,5.100428797111257,-2.0506888211168395,7.180667433831985,20.788483983919075,16.65831663326653,13.397732045359092,16.666977281622145,2.420741798358049,-2.1746188873490397,11.8466454028875,20.3524670268873,97.76,USD,97.76,USD,2.059672075830537,2.245748122122947,82.37000000000006,90.88459999999999,90.61850000000003,89.86400000000012
WFC/PC,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual",18.13,USD,-0.05497526113249897,-0.32985156679495475,288044771208,USD,48852,-27.545087802562882,-30.590861885561242,-90.03451777140036,105014.3,0.950305991837624,0.2858210381681081,0.07996596401488024,3086795189.8,-1.627780792186656,-0.4939626783754109,-1.4138118542686327,1.0027855153203327,-2.4744486282947866,13.397732045359092,16.666977281622145,2.420741798358049,-2.1746188873490397,11.8466454028875,20.3524670268873,19.45,USD,25.88,USD,0.6424631628715491,0.7218999843365971,17.91862699999999,18.004699999999975,18.250999999999987,18.303999999999974
WFC/PZ,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non-Cumulative Perpetual",19.52,USD,0.20387359836900684,-0.5096839959225352,288044771208,USD,169727,62.502154223234974,-43.83928762267414,-90.86367883107813,199446.36666666667,1.3398586780532589,0.3377920471387324,0.08558838945171503,3086795189.8,-1.4639071176173608,-0.5603667855323455,-1.5136226034308815,0.46320123520329315,-2.933863749378418,13.397732045359092,16.666977281622145,2.420741798358049,-2.1746188873490397,11.8466454028875,20.3524670268873,21,USD,26.59,USD,0.670704039812434,0.7410831419361161,19.428522244999964,19.500082000000013,19.697000000000024,19.727999999999927
